,set_number,start_date,end_date,start_latitude,start_longitude,end_latitude,end_longitude,id
195,196,2023-07-06 09:58:25+00:00,2023-07-07 09:51:46+00:00,46.70157566666666,-63.7598395,46.70137883333333,-63.75944566666667,547
196,197,2023-07-06 10:09:42+00:00,2023-07-07 10:02:10+00:00,46.67952583333334,-63.73118566666667,46.67952016666668,-63.7312065,548
197,198,2023-07-06 10:21:15+00:00,2023-07-07 10:12:43+00:00,46.66010416666667,-63.69885716666667,46.659936,-63.69835599999999,549
198,199,2023-07-06 10:32:15+00:00,2023-07-07 10:22:47+00:00,46.63783566666667,-63.670679666666665,46.63754333333333,-63.67030266666667,550
199,200,2023-07-06 10:44:03+00:00,2023-07-07 10:33:51+00:00,46.618569333333326,-63.63861166666667,46.61813500000001,-63.637898,551
200,201,2023-07-06 10:56:33+00:00,2023-07-07 10:44:44+00:00,46.596565,-63.609914,46.59656766666666,-63.6098235,552
201,202,2023-07-06 11:08:56+00:00,2023-07-07 10:56:27+00:00,46.5769055,-63.577341999999994,46.5767265,-63.5768595,553
202,203,2023-07-06 11:20:17+00:00,2023-07-07 11:07:08+00:00,46.5610315,-63.61109866666666,46.5610725,-63.611492,554
203,204,2023-07-06 11:30:56+00:00,2023-07-07 11:16:56+00:00,46.577164833333335,-63.63812516666667,46.5768515,-63.6388775,555
204,205,2023-07-06 11:46:35+00:00,2023-07-07 11:28:58+00:00,46.59637416666666,-63.6707905,46.59601466666667,-63.67062116666666,556
205,206,2023-07-06 12:00:32+00:00,2023-07-07 11:39:35+00:00,46.618625166666675,-63.69905983333334,46.61841916666667,-63.69882366666668,557
206,207,2023-07-06 12:11:44+00:00,2023-07-07 11:49:57+00:00,46.6378,-63.730787166666666,46.63777783333333,-63.730593166666665,558
207,208,2023-07-06 12:22:48+00:00,2023-07-07 12:02:18+00:00,46.660089666666664,-63.759468,46.659836166666665,-63.759174,559
208,209,2023-07-06 12:35:14+00:00,2023-07-07 12:12:56+00:00,46.67933983333333,-63.79212749999999,46.67919633333333,-63.79208066666666,560
209,210,2023-07-06 12:47:27+00:00,2023-07-07 12:23:42+00:00,46.6597,-63.820519833333336,46.659649333333334,-63.82046716666667,561
210,211,2023-07-06 12:58:06+00:00,2023-07-07 12:34:47+00:00,46.637755500000004,-63.791732833333334,46.63742983333334,-63.791397333333336,562
211,212,2023-07-06 13:09:49+00:00,2023-07-07 12:46:13+00:00,46.61821166666667,-63.75952383333334,46.6180705,-63.75896866666666,563
212,213,2023-07-06 13:20:46+00:00,2023-07-07 12:57:17+00:00,46.59611833333334,-63.73147099999999,46.596052,-63.73105133333333,564
213,214,2023-07-06 13:34:27+00:00,2023-07-07 13:08:59+00:00,46.57730883333333,-63.698047499999994,46.5765415,-63.69849850000001,565
214,215,2023-07-06 14:24:16+00:00,2023-07-07 13:52:47+00:00,46.57117433333333,-63.76816,46.571046,-63.767592666666665,566
215,216,2023-07-06 14:44:25+00:00,2023-07-07 14:10:44+00:00,46.59054216666667,-63.80134816666666,46.59060366666667,-63.801226166666666,567
216,217,2023-07-06 15:03:05+00:00,2023-07-07 14:28:45+00:00,46.550578,-63.84970916666666,46.55076183333333,-63.849706166666664,568
217,218,2023-07-06 15:17:37+00:00,2023-07-07 14:43:16+00:00,46.512316166666665,-63.85118933333333,46.51235716666667,-63.8509735,569
218,219,2023-07-06 15:30:13+00:00,2023-07-07 14:55:07+00:00,46.531310166666664,-63.817165166666676,46.531531,-63.8169245,570
219,220,2023-07-06 15:46:08+00:00,2023-07-07 15:06:19+00:00,46.51321016666667,-63.79113066666667,46.51298933333333,-63.79090033333333,571
220,221,2023-07-06 16:01:23+00:00,2023-07-07 15:35:14+00:00,46.49317766666667,-63.75854733333333,46.49332783333333,-63.75896566666667,572
221,222,2023-07-06 16:13:52+00:00,2023-07-07 15:48:35+00:00,46.471082833333334,-63.73013499999999,46.471014,-63.7305095,573
222,223,2023-07-06 16:24:12+00:00,2023-07-07 15:58:35+00:00,46.453980666666666,-63.75498566666667,46.454184166666664,-63.7553705,574
223,224,2023-07-06 16:35:13+00:00,2023-07-07 16:09:21+00:00,46.4708875,-63.789854666666656,46.471629166666666,-63.789678,575
224,225,2023-07-06 16:59:56+00:00,2023-07-07 16:35:14+00:00,46.55395333333333,-63.7910415,46.5541055,-63.7904435,576
225,226,2023-07-06 17:22:40+00:00,2023-07-07 17:03:36+00:00,46.534888333333335,-63.762199333333335,46.53478066666667,-63.7623725,577
226,227,2023-07-06 17:35:21+00:00,2023-07-07 17:15:50+00:00,46.51859283333334,-63.736223,46.518974166666666,-63.736496333333335,578
227,228,2023-07-06 17:54:10+00:00,2023-07-07 17:36:34+00:00,46.554489,-63.73117133333333,46.554752,-63.73054233333333,579
228,229,2023-07-10 13:27:05+00:00,2023-07-11 08:40:36+00:00,45.92636699999999,-62.76949916666667,45.92797516666667,-62.73258916666666,581
229,230,2023-07-10 13:38:21+00:00,2023-07-11 08:55:46+00:00,45.92808683333333,-62.73185233333334,45.91006566666667,-62.743572,582
230,231,2023-07-10 14:03:50+00:00,2023-07-11 09:17:04+00:00,45.90803233333333,-62.681973666666664,45.908217666666665,-62.682686,583
231,232,2023-07-10 14:15:44+00:00,2023-07-11 09:31:23+00:00,45.877555666666666,-62.6795745,45.885883166666666,-62.71286883333333,584
232,233,2023-07-10 14:30:13+00:00,2023-07-11 09:45:53+00:00,45.8297395,-62.67892616666667,45.8782355,-62.67937216666667,585
233,234,2023-07-10 14:43:25+00:00,2023-07-11 10:05:06+00:00,45.83597966666667,-62.71412866666667,45.8362685,-62.71355166666667,586
234,235,2023-07-10 14:53:58+00:00,2023-07-11 10:16:08+00:00,45.82695866666667,-62.723613666666665,45.82995283333333,-62.67824516666667,587
235,236,2023-07-10 15:06:23+00:00,2023-07-11 10:30:00+00:00,45.805389166666664,-62.72399666666667,45.82715916666667,-62.723749,588
236,237,2023-07-10 15:11:57+00:00,2023-07-11 10:40:09+00:00,45.79600116666667,-62.741465833333336,45.80565816666667,-62.723397166666665,589
237,238,2023-07-10 15:23:17+00:00,2023-07-11 10:49:39+00:00,45.77185433333333,-62.720329166666666,45.7962035,-62.740803,590
238,239,2023-07-10 15:33:55+00:00,2023-07-11 11:23:11+00:00,45.773328666666664,-62.767231,45.773137166666665,-62.766900666666665,591
239,240,2023-07-10 15:41:27+00:00,2023-07-11 11:34:42+00:00,45.78412616666667,-62.796699,45.783999,-62.796045166666666,592
240,241,2023-07-10 15:50:17+00:00,2023-07-11 11:46:29+00:00,45.8032385,-62.775312666666665,45.803051833333335,-62.774748833333334,593
241,242,2023-07-10 16:01:57+00:00,2023-07-11 14:00:22+00:00,45.803459833333335,-62.81656016666667,45.8034435,-62.81639283333333,594
242,243,2023-07-10 16:12:58+00:00,2023-07-11 14:16:29+00:00,45.78492216666666,-62.862851,45.784920666666665,-62.862569,595
243,244,2023-07-10 16:26:05+00:00,2023-07-11 14:38:58+00:00,45.7861375,-62.91794433333333,45.78618566666667,-62.9174345,596
244,245,2023-07-10 16:36:37+00:00,2023-07-11 14:51:47+00:00,45.80301683333333,-62.9532565,45.80306766666666,-62.952911,597
245,246,2023-07-10 16:49:21+00:00,2023-07-11 14:28:41+00:00,45.8037605,-62.896511333333336,45.80371233333334,-62.896470666666666,598
246,247,2023-07-10 16:57:22+00:00,2023-07-11 15:07:56+00:00,45.827866,-62.91390383333334,45.82770583333333,-62.913497666666665,599
247,248,2023-07-10 17:03:02+00:00,2023-07-11 15:19:13+00:00,45.837562000000005,-62.90376583333333,45.83747866666667,-62.903998666666666,600
248,249,2023-07-10 17:13:25+00:00,2023-07-11 13:41:33+00:00,45.8260115,-62.868907166666666,45.82609716666667,-62.869081666666666,601
249,250,2023-07-10 17:24:00+00:00,2023-07-11 13:09:18+00:00,45.83441216666667,-62.83103533333333,45.85959716666667,-62.81372283333333,602
250,251,2023-07-10 17:30:21+00:00,2023-07-11 12:01:39+00:00,45.82628583333333,-62.81339466666667,45.8264285,-62.8135965,603
251,252,2023-07-10 17:40:44+00:00,2023-07-11 12:15:48+00:00,45.840770666666664,-62.778550833333334,45.840630833333336,-62.778142833333334,604
252,253,2023-07-10 17:51:26+00:00,2023-07-11 13:00:03+00:00,45.87305816666667,-62.797023,45.8726985,-62.797516,605
253,254,2023-07-10 17:57:26+00:00,2023-07-11 12:50:29+00:00,45.8841505,-62.78299150000001,45.8838825,-62.783269833333335,606
254,255,2023-07-10 18:09:13+00:00,2023-07-11 12:34:44+00:00,45.867904,-62.741245166666666,45.8678525,-62.741038833333334,607
255,256,2023-07-10 18:17:11+00:00,2023-07-12 09:20:31+00:00,45.885771166666665,-62.7121515,45.88600816666667,-62.713888833333336,608
256,257,2023-07-10 18:25:30+00:00,,45.910516166666675,-62.742421,,,609
257,258,2023-07-10 18:35:26+00:00,2023-07-11 16:04:35+00:00,45.909482,-62.80044566666667,45.909375,-62.8012685,610
258,259,2023-07-10 18:45:13+00:00,2023-07-11 15:51:10+00:00,45.8873145,-62.831898333333335,45.887220666666664,-62.832794166666666,611
259,260,2023-07-10 18:53:44+00:00,2023-07-11 15:34:45+00:00,45.867737166666664,-62.86124733333333,45.8680665,-62.8612235,612
260,261,2023-07-10 19:04:37+00:00,2023-07-11 16:46:05+00:00,45.868698,-62.921324166666665,45.868780666666666,-62.921884166666665,613
261,262,2023-07-10 19:14:02+00:00,2023-07-11 16:34:16+00:00,45.887153166666664,-62.89137066666667,45.887702,-62.893352166666666,614
262,263,2023-07-10 19:24:04+00:00,2023-07-11 17:04:09+00:00,45.910796833333336,-62.91886133333333,45.9108795,-62.9196265,615
263,264,2023-07-10 19:31:57+00:00,2023-07-11 17:17:28+00:00,45.930086333333335,-62.891355666666676,45.93030149999999,-62.89238616666667,616
264,265,2023-07-10 19:44:57+00:00,2023-07-11 17:33:51+00:00,45.97013316666666,-62.8899205,45.970214333333324,-62.890203166666666,617
265,266,2023-07-10 19:55:52+00:00,2023-07-12 17:50:40+00:00,45.950743,-62.858433166666664,45.952348666666666,-62.8671275,618
266,267,2023-07-10 20:04:16+00:00,2023-07-11 18:31:32+00:00,45.9288095,-62.832861333333334,45.92931083333333,-62.8349085,619
267,268,2023-07-10 20:12:19+00:00,2023-07-11 16:21:33+00:00,45.909427166666674,-62.85946766666667,45.909463333333335,-62.86012933333333,620
268,269,2023-07-11 08:46:14+00:00,,45.927293666666664,-62.73586566666667,,,621
269,270,2023-07-11 08:58:28+00:00,2023-07-12 08:33:53+00:00,45.9097155,-62.74415533333333,45.927185,-62.736806166666675,622
270,271,2023-07-11 09:19:30+00:00,2023-07-12 09:06:55+00:00,45.90804816666666,-62.68362183333333,45.9079215,-62.683962833333325,623
271,272,2023-07-11 09:34:49+00:00,2023-07-12 09:35:03+00:00,45.885967,-62.71323133333333,45.874502166666666,-62.68216666666666,624
272,273,2023-07-11 09:51:32+00:00,2023-07-12 10:33:00+00:00,45.874108833333324,-62.6821445,45.830196666666666,-62.67829866666667,625
273,274,2023-07-11 10:08:47+00:00,2023-07-12 10:22:35+00:00,45.836039166666666,-62.71099616666666,45.836358833333335,-62.711453666666664,626
274,275,2023-07-11 10:18:31+00:00,2023-07-12 10:11:04+00:00,45.830260833333334,-62.67883666666667,45.826703333333334,-62.72307433333334,627
275,276,2023-07-11 10:32:02+00:00,2023-07-12 10:54:03+00:00,45.82648533333333,-62.7234345,45.8054035,-62.723646,628
276,277,2023-07-11 10:42:26+00:00,2023-07-12 11:05:38+00:00,45.805238833333334,-62.7243915,45.79637833333334,-62.73917266666667,629
277,278,2023-07-11 10:52:39+00:00,,45.79581983333333,-62.7396895,,,630
278,279,2023-07-11 11:27:27+00:00,2023-07-12 11:32:36+00:00,45.773099,-62.76803833333334,45.77332216666667,-62.767622,631
279,280,2023-07-11 11:09:23+00:00,2023-07-12 11:17:48+00:00,45.77225583333333,-62.71975716666667,45.772416666666665,-62.719716166666664,632
280,281,2023-07-11 11:38:34+00:00,2023-07-12 11:46:17+00:00,45.785713333333334,-62.79503183333333,45.78524083333333,-62.794623,633
281,282,2023-07-11 11:50:50+00:00,2023-07-12 11:59:42+00:00,45.804137,-62.777047833333334,45.804124333333334,-62.77619716666667,634
282,283,2023-07-11 12:05:36+00:00,2023-07-12 12:30:11+00:00,45.8269615,-62.81202733333333,45.826794666666665,-62.81223366666666,635
283,284,2023-07-11 12:20:20+00:00,2023-07-12 12:16:01+00:00,45.84097083333333,-62.77900283333334,45.8409365,-62.777980166666666,636
284,285,2023-07-11 12:38:41+00:00,2023-07-11 12:38:43+00:00,45.869080666666676,-62.74372083333334,45.869080666666676,-62.74372083333334,637
285,286,2023-07-11 12:53:28+00:00,2023-07-12 15:24:31+00:00,45.88377033333333,-62.78336049999999,45.88434866666667,-62.78245866666666,638
286,287,2023-07-11 13:02:41+00:00,2023-07-12 15:11:43+00:00,45.87324866666667,-62.79788533333333,45.87338383333334,-62.7968635,639
287,288,2023-07-11 13:28:44+00:00,2023-07-12 14:54:20+00:00,45.834061500000004,-62.83134366666667,45.83429683333333,-62.830332,640
288,289,2023-07-11 13:44:38+00:00,2023-07-12 14:38:51+00:00,45.82614933333333,-62.86989200000001,45.82611833333333,-62.869019333333334,641
289,290,2023-07-11 14:04:34+00:00,2023-07-12 12:47:15+00:00,45.802461,-62.818759,45.80237316666666,-62.81747466666667,642
290,291,2023-07-11 14:19:04+00:00,2023-07-12 13:06:39+00:00,45.785908,-62.8651825,45.785593,-62.86433616666667,643
291,292,2023-07-11 14:37:51+00:00,2023-07-12 14:24:18+00:00,45.788596,-62.9164945,45.80278916666666,-62.89816666666667,644
292,293,2023-07-11 14:41:56+00:00,2023-07-12 13:24:04+00:00,45.78688483333333,-62.91949016666667,45.786609666666656,-62.9190225,645
293,294,2023-07-11 14:55:08+00:00,2023-07-12 13:40:35+00:00,45.804618833333336,-62.950487333333335,45.8051175,-62.949805166666664,646
294,295,2023-07-11 15:12:18+00:00,2023-07-12 13:53:56+00:00,45.82923733333333,-62.913189833333334,45.828712666666675,-62.913178,647
295,296,2023-07-11 15:20:39+00:00,2023-07-12 14:08:24+00:00,45.83826066666667,-62.9041195,45.83753383333333,-62.903668333333336,648
296,297,2023-07-11 15:40:45+00:00,2023-07-12 16:01:49+00:00,45.868333666666665,-62.86098883333333,45.868256,-62.860944333333336,649
297,298,2023-07-11 15:53:33+00:00,2023-07-12 15:49:45+00:00,45.886951,-62.83326266666667,45.886751333333336,-62.833025166666665,650
298,299,2023-07-11 16:07:00+00:00,2023-07-12 15:37:30+00:00,45.90928266666667,-62.80167433333333,45.9088585,-62.801566,651
299,300,2023-07-11 16:22:30+00:00,2023-07-12 17:13:04+00:00,45.909083333333335,-62.860978333333335,45.909118666666664,-62.86156533333333,652
300,301,2023-07-11 16:37:24+00:00,2023-07-12 16:31:39+00:00,45.88701783333333,-62.8945205,45.88703433333333,-62.8947925,653
301,302,2023-07-11 16:49:42+00:00,2023-07-12 16:19:35+00:00,45.87027583333333,-62.92136633333333,45.86982283333334,-62.92167233333333,654
302,303,2023-07-11 17:05:48+00:00,2023-07-12 16:43:55+00:00,45.9114495,-62.920173166666665,45.91136683333333,-62.92076733333333,655
303,304,2023-07-11 17:21:02+00:00,2023-07-12 16:59:36+00:00,45.93187666666667,-62.895647333333336,45.931167,-62.895437333333334,656
304,305,2023-07-11 17:37:05+00:00,2023-07-12 17:37:36+00:00,45.9702375,-62.89202816666666,45.970391,-62.892208833333335,657
305,306,2023-07-11 18:37:36+00:00,2023-07-12 18:05:58+00:00,45.928183833333335,-62.83343966666666,45.928262833333335,-62.8348345,659
306,307,2023-07-11 19:12:42+00:00,2023-07-12 18:23:40+00:00,45.927772166666664,-62.770811333333334,45.92773833333333,-62.77175833333333,660
307,308,2023-07-12 08:35:45+00:00,2023-07-13 08:25:29+00:00,45.92681733333333,-62.7372265,45.926826,-62.73803766666666,661
308,309,2023-07-12 08:49:14+00:00,2023-07-12 08:49:17+00:00,45.9093545,-62.74488216666666,45.909357166666666,-62.74489333333333,662
309,310,2023-07-12 08:50:20+00:00,2023-07-13 08:36:30+00:00,45.909427833333325,-62.74488633333333,45.909080833333334,-62.7458015,663
310,311,2023-07-12 09:10:12+00:00,2023-07-13 08:52:48+00:00,45.90747,-62.68503066666667,45.907299,-62.68567183333332,664
311,312,2023-07-12 09:24:42+00:00,2023-07-13 09:06:04+00:00,45.884996,-62.713533166666664,45.88512,-62.71512983333334,665
312,313,2023-07-12 09:39:59+00:00,2023-07-13 09:16:54+00:00,45.8744365,-62.68963816666667,45.8744825,-62.6868605,666
313,314,2023-07-12 09:57:23+00:00,2023-07-13 09:34:51+00:00,45.867002166666666,-62.7433155,45.86725483333333,-62.74405316666667,667
314,315,2023-07-12 10:15:43+00:00,2023-07-13 10:14:08+00:00,45.82735433333333,-62.722097166666664,45.827149,-62.72270383333334,668
315,316,2023-07-12 10:24:33+00:00,2023-07-13 09:49:48+00:00,45.83596766666667,-62.709736,45.835794166666666,-62.71023133333333,669
316,317,2023-07-12 10:35:27+00:00,2023-07-13 10:00:49+00:00,45.83028133333333,-62.677391666666665,45.830360666666664,-62.67770683333333,670
317,318,2023-07-12 10:56:08+00:00,2023-07-12 11:03:20+00:00,45.805372166666665,-62.72399183333334,45.79614416666667,-62.73935916666667,671
318,319,2023-07-12 11:07:02+00:00,2023-07-13 10:33:25+00:00,45.796376333333335,-62.7384875,45.796557166666666,-62.738245666666664,672
319,320,2023-07-12 11:29:16+00:00,2023-07-13 10:45:02+00:00,45.775251833333336,-62.755659666666666,45.772921,-62.720137333333334,673
320,321,2023-07-12 11:37:00+00:00,2023-07-13 10:58:18+00:00,45.77442466666667,-62.7686775,45.774083833333336,-62.768364666666656,674
321,322,2023-07-12 11:50:38+00:00,2023-07-13 11:08:39+00:00,45.78714,-62.792924,45.786903333333335,-62.79289516666667,675
322,323,2023-07-12 12:02:46+00:00,2023-07-13 11:18:36+00:00,45.804219833333335,-62.776118833333335,45.804142999999996,-62.77528233333334,676
323,324,2023-07-12 12:21:00+00:00,2023-07-13 11:33:56+00:00,45.840469666666664,-62.77870983333333,45.840824,-62.77756566666667,677
324,325,2023-07-12 12:34:54+00:00,2023-07-13 11:45:00+00:00,45.8272305,-62.81143066666667,45.82686733333333,-62.810878333333335,678
325,326,2023-07-12 12:51:42+00:00,2023-07-13 11:56:44+00:00,45.801912,-62.81713083333334,45.80196316666667,-62.81637333333333,679
326,327,2023-07-12 13:09:25+00:00,2023-07-13 12:13:34+00:00,45.785351166666665,-62.8635645,45.78536,-62.863408,680
327,328,2023-07-12 13:28:29+00:00,2023-07-13 12:37:22+00:00,45.786616333333335,-62.919971,45.786589666666664,-62.919425833333335,681
328,329,2023-07-12 13:42:51+00:00,2023-07-13 12:48:49+00:00,45.80643216666667,-62.947607166666664,45.806193666666665,-62.94727683333333,682
329,330,2023-07-12 13:57:25+00:00,2023-07-13 13:01:23+00:00,45.82884716666666,-62.911716166666665,45.82897233333333,-62.91108716666667,683
330,331,2023-07-12 14:11:54+00:00,2023-07-13 13:16:19+00:00,45.83680016666667,-62.90260283333333,45.836792833333334,-62.90141066666666,684
331,332,2023-07-12 14:29:04+00:00,2023-07-13 12:25:37+00:00,45.8046955,-62.89564183333333,45.80456,-62.89520016666667,685
332,333,2023-07-12 14:44:19+00:00,2023-07-13 13:27:42+00:00,45.82653833333333,-62.86592983333333,45.82642283333333,-62.865392666666665,686
333,334,2023-07-12 14:58:03+00:00,2023-07-13 13:40:33+00:00,45.8353205,-62.8288705,45.835388833333326,-62.828123833333336,687
334,335,2023-07-12 15:16:57+00:00,2023-07-13 13:58:33+00:00,45.873964,-62.7958175,0.0,-0.0,688
335,336,2023-07-12 15:27:42+00:00,2023-07-13 14:09:43+00:00,45.88517916666667,-62.782450833333336,45.884926166666666,-62.781747,689
336,337,2023-07-12 15:40:55+00:00,2023-07-13 14:21:47+00:00,45.907339666666665,-62.80368516666667,45.907333666666666,-62.802557166666666,690
337,338,2023-07-12 15:53:01+00:00,2023-07-13 14:33:17+00:00,45.886269166666665,-62.83303266666667,45.88629016666667,-62.832433333333334,691
338,339,2023-07-12 16:07:59+00:00,2023-07-13 14:44:09+00:00,45.867273833333336,-62.864309,45.86677333333333,-62.862347,692
339,340,2023-07-12 16:25:11+00:00,2023-07-13 14:59:19+00:00,45.87266916666667,-62.918065166666665,45.87242216666667,-62.91762533333333,693
340,341,2023-07-12 16:34:51+00:00,2023-07-13 15:10:50+00:00,45.8877605,-62.89433733333333,45.88738883333333,-62.89334366666667,694
341,342,2023-07-12 16:49:47+00:00,2023-07-13 15:39:46+00:00,45.913036,-62.917262,45.9126905,-62.9169145,695
342,343,2023-07-12 17:03:11+00:00,2023-07-13 15:50:38+00:00,45.92999983333333,-62.894167333333336,45.93012516666667,-62.89416233333334,696
343,344,2023-07-12 17:15:40+00:00,2023-07-13 15:23:28+00:00,45.90967233333333,-62.8610105,45.90945333333333,-62.860754666666665,697
344,345,2023-07-12 17:40:44+00:00,2023-07-13 16:05:35+00:00,45.969423166666665,-62.893223666666664,45.96976283333334,-62.892849,698
345,346,2023-07-12 17:57:13+00:00,2023-07-13 16:25:38+00:00,45.94793583333333,-62.858240833333326,45.94930149999999,-62.8598215,699
346,347,2023-07-12 18:10:10+00:00,2023-07-13 16:39:15+00:00,45.925936166666666,-62.832520833333334,45.92576116666667,-62.832637,700
347,348,2023-07-12 18:27:31+00:00,2023-07-13 16:55:26+00:00,45.92910116666667,-62.77022616666667,45.92881833333333,-62.7713065,701
348,349,2023-07-13 08:27:46+00:00,2023-07-14 08:30:56+00:00,45.92676683333333,-62.737739833333336,45.926523333333336,-62.738390333333335,702
349,350,2023-07-13 08:39:43+00:00,2023-07-14 08:43:23+00:00,45.90824349999999,-62.7431645,45.908027,-62.744294333333336,703
350,351,2023-07-13 08:55:39+00:00,2023-07-14 08:57:31+00:00,45.90678100000001,-62.687599666666664,45.90649616666666,-62.68801766666667,704
351,352,2023-07-13 09:08:49+00:00,2023-07-14 09:08:09+00:00,45.884331833333334,-62.71429166666667,45.88413833333333,-62.715194666666676,705
352,353,2023-07-13 09:20:38+00:00,2023-07-14 09:31:15+00:00,45.872978333333336,-62.689736833333335,45.8728235,-62.689913999999995,706
353,354,2023-07-13 09:38:00+00:00,2023-07-14 09:17:45+00:00,45.867263166666675,-62.743365,45.867161833333334,-62.744364,707
354,355,2023-07-13 09:52:58+00:00,2023-07-14 09:44:14+00:00,45.83532233333333,-62.70745383333333,45.835746666666665,-62.70853733333333,708
355,356,2023-07-13 10:04:03+00:00,2023-07-14 09:52:57+00:00,45.8302495,-62.67810266666667,45.83056783333333,-62.678261166666665,709
356,357,2023-07-13 10:17:05+00:00,2023-07-14 10:05:48+00:00,45.82613466666667,-62.722323333333335,45.82637316666667,-62.72204816666667,710
357,358,2023-07-13 10:27:41+00:00,2023-07-14 10:12:40+00:00,45.80567016666666,-62.72425650000001,45.80598966666667,-62.723407333333334,711
358,359,2023-07-13 10:35:46+00:00,2023-07-14 10:18:56+00:00,45.795260666666664,-62.738,45.79530650000001,-62.737215666666664,712
359,360,2023-07-13 10:47:44+00:00,2023-07-14 10:29:52+00:00,45.7729375,-62.720912166666665,45.77308766666667,-62.720622666666664,713
360,361,2023-07-13 11:01:32+00:00,2023-07-14 10:41:21+00:00,45.77522583333333,-62.768822166666666,45.77494,-62.769114333333334,714
361,362,2023-07-13 11:12:21+00:00,2023-07-14 10:50:42+00:00,45.78911183333334,-62.79108616666666,45.78904516666667,-62.79087416666667,715
362,363,2023-07-13 11:22:31+00:00,2023-07-14 10:58:56+00:00,45.80665183333333,-62.7751925,45.80612333333333,-62.774622666666666,716
363,364,2023-07-13 11:37:46+00:00,2023-07-14 11:11:40+00:00,45.8406755,-62.78230533333333,45.840246666666665,-62.78108133333333,717
364,365,2023-07-13 11:48:30+00:00,2023-07-14 11:23:30+00:00,45.825972166666666,-62.81134316666667,45.8264745,-62.810803,718
365,366,2023-07-13 12:02:15+00:00,2023-07-14 11:33:19+00:00,45.800314,-62.81954433333333,45.800442,-62.818422,719
366,367,2023-07-13 12:15:49+00:00,2023-07-14 11:48:14+00:00,45.786245666666666,-62.86414833333333,45.7861315,-62.863499,720
367,368,2023-07-13 12:28:54+00:00,2023-07-14 11:58:46+00:00,45.804046666666665,-62.89692216666667,45.80407066666667,-62.8959405,721
368,369,2023-07-13 12:39:30+00:00,2023-07-14 12:07:27+00:00,45.78712633333333,-62.920136666666664,45.78699616666667,-62.91967833333332,722
369,370,2023-07-13 12:51:03+00:00,2023-07-14 12:16:28+00:00,45.80698683333333,-62.946095166666666,45.8067015,-62.945826833333335,723
370,371,2023-07-13 13:05:22+00:00,2023-07-14 12:29:31+00:00,45.82964483333333,-62.91133933333333,45.829303833333334,-62.91033,724
371,372,2023-07-13 13:18:56+00:00,2023-07-14 12:36:53+00:00,45.83597916666667,-62.8991695,45.836045,-62.898639833333334,725
372,373,2023-07-13 13:32:59+00:00,2023-07-14 12:47:09+00:00,45.82755683333333,-62.85922433333333,45.827155833333336,-62.858913666666666,726
373,374,2023-07-13 13:43:27+00:00,2023-07-14 12:58:33+00:00,45.8368605,-62.827346166666665,45.836188166666666,-62.8270445,727
374,375,2023-07-13 14:00:13+00:00,2023-07-14 13:16:26+00:00,45.875034166666666,-62.7936385,45.8745955,-62.793256166666666,728
375,376,2023-07-13 14:12:05+00:00,2023-07-14 13:23:20+00:00,45.88560583333334,-62.78303233333333,45.88548983333333,-62.781848333333336,729
376,377,2023-07-13 14:24:14+00:00,2023-07-14 13:34:15+00:00,45.906957,-62.802669333333334,45.90709833333332,-62.80186666666667,730
377,378,2023-07-13 14:35:43+00:00,2023-07-14 13:45:34+00:00,45.8847195,-62.834139166666674,45.88527283333333,-62.83261716666666,731
378,379,2023-07-13 14:47:16+00:00,2023-07-14 13:56:19+00:00,45.866887166666665,-62.866134333333335,45.8667665,-62.86501200000001,732
379,380,2023-07-13 15:03:34+00:00,2023-07-14 14:11:36+00:00,45.874350666666665,-62.91581133333333,45.87407683333333,-62.9150445,733
380,381,2023-07-13 15:13:31+00:00,2023-07-14 14:21:46+00:00,45.88827533333333,-62.8928855,45.887918666666664,-62.892824,734
381,382,2023-07-13 15:26:39+00:00,2023-07-14 14:32:11+00:00,45.908174833333334,-62.864421,45.907926833333335,-62.86323,735
382,383,2023-07-13 15:43:33+00:00,2023-07-14 14:45:40+00:00,45.91458466666667,-62.91560066666667,45.91406683333334,-62.91510916666667,736
383,384,2023-07-13 15:54:51+00:00,2023-07-14 14:55:23+00:00,45.9333515,-62.89278066666667,45.93299183333333,-62.89223466666667,737
384,385,2023-07-13 16:09:25+00:00,2023-07-14 15:09:45+00:00,45.967394,-62.89010866666667,45.9676325,-62.890238833333335,738
385,386,2023-07-13 16:30:00+00:00,2023-07-14 15:49:05+00:00,45.94697983333333,-62.85743683333333,45.947238666666664,-62.857094333333336,739
386,387,2023-07-13 16:42:33+00:00,2023-07-14 15:59:45+00:00,45.92532383333333,-62.830165666666666,45.925360833333336,-62.83026783333333,740
387,388,2023-07-13 16:59:30+00:00,2023-07-14 16:13:54+00:00,45.929731833333335,-62.76880266666666,45.92963483333333,-62.768545833333334,741
388,389,2023-07-17 13:11:56+00:00,2023-07-18 09:32:23+00:00,47.885532833333336,-65.7513165,47.88527383333334,-65.7508305,742
389,390,2023-07-17 13:20:48+00:00,2023-07-18 09:44:29+00:00,47.90614583333333,-65.7215635,47.90622316666666,-65.72119616666667,743
390,391,2023-07-17 13:29:23+00:00,2023-07-18 09:55:58+00:00,47.92713366666667,-65.75323183333333,47.92689683333333,-65.75246933333334,744
391,392,2023-07-17 13:37:30+00:00,2023-07-18 10:10:27+00:00,47.90476566666667,-65.7836365,47.904653333333336,-65.78319283333333,745
