id,cruise,set_number,new_station,experiment_type,shrimp_management,light_intensity,start_date,start_latitude_DD,start_latitude_MMmm,start_longitude_DD,start_longitude_MMmm,start_depth_m,end_date,end_latitude_DD,end_latitude_MMmm,end_longitude_DD,end_longitude_MMmm,end_depth_m,bridge,recorder,remarks,gear_type,auxiliary_equipment,trawl_retention_cable,trawl_cable_length,trawl_opening,port_warp,starboard_warp,warp_units_code,ship_direction,ship_speed,ship_speed_obtained_code,distance_towed,distance_towed_obtained_code,trawling_unit,shrimp_fishing_unit,set_duration,set_result,barometer,air_temperature_celsius,cloud_coverage_code,precipitation,weather_code,sea_code,swell_height_code,swell_period,wave_period,swell_direction,wave_height,wind_direction_degree,wind_direction_code,wind_force_kts,wind_force_code,tide_direction_code,is_opened,is_active,duration,track_distance,crow_distance,creation_date,created_by,last_modified_date,last_modified_by,cruise_id,new_station_id,experiment_type_id,shrimp_management_id,light_intensity_id,gear_type_id,auxiliary_equipment_id,set_result_id,swell_period_id,wave_period_id,created_by_id,last_modified_by_id
144,2021 Gulf Region Ecosystem Survey (TEL-2021-221),31,Station 103 (Primary) || Stratum 427,1 - Stratified random survey set,,9 - bright sunlight,2021-09-01 20:25:17+00:00,47,59.26119999999992,-61,37.35680000000002,59.0,2021-09-01 20:55:12+00:00,47,59.027900000000045,-61,39.914800000000014,59.0,Owen Power,Ross Hefford,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,192,192,1,264,3.5,4,1.74,4,,,,3 - FAILED - Major damage to gear,1006.0,17.9,5,,4,1,1,,,,,330.0,9,11.0,5,4,False,False,29.92,1.72,1.73,2021-09-01 16:09:00.496000+00:00,dan,2021-09-01 21:50:07.692000+00:00,dan,15,1883,1,,6,1,3,3,,,13,13
145,2021 Gulf Region Ecosystem Survey (TEL-2021-221),32,Station 326 (Alternate 2) || Stratum 427,1 - Stratified random survey set,,4 - dark,2021-09-02 02:27:31+00:00,48,2.3601999999996224,-61,37.111199999999826,63.0,2021-09-02 02:47:31+00:00,48,1.3171000000002095,-61,37.846700000000055,57.0,Clifford Combden,Colette Sullivan,Brought in early because of bad bottom.,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,196,196,1,207,3.5,4,1.18,4,,,,1 - NORMAL - No damage to gear,1010.0,17.2,4,,3,1,1,,,,,0.0,2,8.0,4,2,False,False,20.0,1.15,1.16,2021-09-01 21:15:28.417000+00:00,dan,2021-09-05 00:49:22.098000+00:00,dan,15,1739,1,,1,1,3,1,,,13,13
146,2021 Gulf Region Ecosystem Survey (TEL-2021-221),33,Station 102 (Primary) || Stratum 427,1 - Stratified random survey set,,4 - dark,2021-09-02 06:08:46+00:00,47,49.03049999999985,-61,39.17649999999958,42.0,2021-09-02 06:28:43+00:00,47,49.9704999999999,-61,38.20380000000023,49.0,Clifford Combden,Colette Sullivan,"Brought in early because of bad bottom.
Tear in the starboard wing and many rocks in the net.",9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,139,139,1,040,3.5,4,1.14,4,,,,3 - FAILED - Major damage to gear,1011.0,17.2,2,,3,1,1,,,,,58.0,3,3.0,2,3,False,False,19.95,1.14,1.15,2021-09-01 21:16:03.315000+00:00,dan,2021-09-02 08:03:05.062000+00:00,dan,15,1882,1,,1,1,3,3,,,13,13
147,2021 Gulf Region Ecosystem Survey (TEL-2021-221),34,Station 102 (Primary) || Stratum 427,1 - Stratified random survey set,,4 - dark,2021-09-02 08:08:39+00:00,47,49.028499999999894,-61,39.14850000000024,43.0,2021-09-02 08:28:52+00:00,47,50.005199999999604,-61,38.127700000000004,49.0,Clifford Combden,Colette Sullivan,"Brought in early because of bad bottom.
Small tear on starboard wing, still a good set.",9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,139,139,1,037,3.5,4,1.21,4,,,,2 - NORMAL - Minor damage to gear - Catch unaffected,1011.0,17.5,3,,3,1,1,,,,,125.0,5,5.0,3,3,False,False,20.22,1.19,1.2,2021-09-02 05:14:31.312000+00:00,sylvie,2021-09-02 11:32:58.645000+00:00,sylvie,15,1882,1,,1,1,3,2,,,15,15
148,2021 Gulf Region Ecosystem Survey (TEL-2021-221),35,Station 101 (Primary) || Stratum 427,1 - Stratified random survey set,,9 - bright sunlight,2021-09-02 10:22:50+00:00,47,56.285199999999804,-61,51.0954999999999,62.0,2021-09-02 10:53:16+00:00,47,55.94309999999996,-61,48.578599999999824,63.0,Clifford Combden,Ross Hefford,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,209,209,1,114,3.5,4,1.72,4,,,,1 - NORMAL - No damage to gear,1012.0,17.0,6,,3,1,1,,,,,83.0,4,10.0,4,2,False,False,30.43,1.72,1.72,2021-09-02 06:53:47.811000+00:00,sylvie,2021-09-06 02:59:08.554000+00:00,teleost_bridge,15,1881,1,,6,1,3,1,,,15,33
149,2021 Gulf Region Ecosystem Survey (TEL-2021-221),36,Station 106 (Primary) || Stratum 428,1 - Stratified random survey set,,9 - bright sunlight,2021-09-02 13:18:26+00:00,47,43.60400000000027,-61,46.502500000000055,42.0,2021-09-02 13:48:40+00:00,47,43.458700000000135,-61,49.07160000000022,36.0,Clifford Combden,Ross Hefford,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,126,126,1,273,3.5,4,1.73,4,,,,1 - NORMAL - No damage to gear,1013.0,18.0,7,,3,2,2,,,,,83.0,4,9.0,4,4,False,False,30.23,1.73,1.74,2021-09-02 07:21:36.529000+00:00,sylvie,2021-09-06 02:52:10.359000+00:00,teleost_bridge,15,1886,1,,6,1,3,1,,,15,33
152,2021 Gulf Region Ecosystem Survey (TEL-2021-221),37,Station 059 (Primary) || Stratum 423,1 - Stratified random survey set,,,2021-09-02 16:07:41+00:00,47,52.95960000000014,-62,5.096100000000206,54.0,2021-09-02 16:38:05+00:00,47,51.910899999999856,-62,2.9544999999998254,54.0,Owen Power,Ross Hefford,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,174,174,1,127,3.5,4,1.74,4,,,,1 - NORMAL - No damage to gear,1013.0,17.0,9,,22,2,2,,,,,80.0,4,16.0,5,3,False,False,30.4,1.78,1.78,2021-09-02 12:10:16.679000+00:00,dan,2021-09-02 18:08:51.548000+00:00,teleost_bridge,15,1839,1,,,1,3,1,,,13,33
153,2021 Gulf Region Ecosystem Survey (TEL-2021-221),38,Station 100 (Primary) || Stratum 427,1 - Stratified random survey set,,8 - bright but hazy,2021-09-02 19:01:44+00:00,48,2.84270000000015,-62,8.753600000000006,75.0,2021-09-02 19:26:31+00:00,48,4.183999999999742,-62,9.508000000000266,80.0,Owen Power,Ross Hefford,Brought in a bit early because of bad bottom showing on the depth sounder.,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,245,245,1,344,3.5,4,1.42,4,,,,1 - NORMAL - No damage to gear,1011.0,16.4,9,,61,4,4,,,,,70.0,4,24.0,7,3,False,False,24.78,1.43,1.44,2021-09-02 12:10:25.224000+00:00,dan,2021-09-02 21:44:31.303000+00:00,dan,15,1880,1,,5,1,3,1,,,13,13
163,2021 Gulf Region Ecosystem Survey (TEL-2021-221),39,Station 024 (Primary) || Stratum 416,1 - Stratified random survey set,,9 - bright sunlight,2021-09-05 15:02:45+00:00,48,34.194200000000365,-63,39.87530000000015,138.0,2021-09-05 15:31:56+00:00,48,32.74499999999989,-63,38.61419999999998,143.0,Owen Power,Ross Hefford,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,430,430,1,148,3.5,4,1.7,4,,,,1 - NORMAL - No damage to gear,1014.0,12.0,6,,3,1,1,,,,,8.0,2,4.0,3,2,False,False,29.18,1.67,1.68,2021-09-05 13:59:01.357000+00:00,dan,2021-09-06 03:32:17.193000+00:00,teleost_bridge,15,1804,1,,6,1,3,1,,,13,33
164,2021 Gulf Region Ecosystem Survey (TEL-2021-221),40,Station 023 (Primary) || Stratum 416,1 - Stratified random survey set,,9 - bright sunlight,2021-09-05 17:36:31+00:00,48,31.4704999999999,-63,47.79950000000008,174.0,2021-09-05 18:06:56+00:00,48,32.60109999999986,-63,49.80480000000034,178.0,Owen Power,Ross Hefford,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,521,521,1,311,3.5,4,1.74,4,,,,1 - NORMAL - No damage to gear,1015.0,13.0,5,,3,1,1,,,,,270.0,8,2.0,2,4,False,False,30.42,1.74,1.75,2021-09-05 13:59:09.742000+00:00,dan,2021-09-05 21:07:31.654000+00:00,teleost_bridge,15,1803,1,,6,1,3,1,,,13,33
165,2021 Gulf Region Ecosystem Survey (TEL-2021-221),41,Station 026 (Primary) || Stratum 416,1 - Stratified random survey set,,9 - bright sunlight,2021-09-05 20:31:28+00:00,48,33.04230000000007,-63,28.6234000000004,132.0,2021-09-05 20:57:10+00:00,48,33.226900000000114,-63,26.421400000000176,127.0,Owen Power,Ross Hefford,"Taken off bottom early, doors starting to close.
Tear in side belly and bunt wing, and some damage to the codend, but codend full, likely tore near the end, still a good set.",9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,397,397,1,064,3.5,4,1.47,4,,,,2 - NORMAL - Minor damage to gear - Catch unaffected,1014.0,12.0,7,,3,1,1,,,,,174.0,6,4.0,3,3,False,False,25.7,1.47,1.47,2021-09-05 13:59:15.856000+00:00,dan,2021-09-06 03:33:59.006000+00:00,dan,15,1806,1,,6,1,3,2,,,13,13
166,2021 Gulf Region Ecosystem Survey (TEL-2021-221),42,Station 025 (Primary) || Stratum 416,1 - Stratified random survey set,,6 - dusk or dawn,2021-09-05 23:32:23+00:00,48,30.144500000000335,-63,17.517899999999827,118.0,2021-09-05 23:44:09+00:00,48,30.378600000000006,-63,18.524799999999686,122.0,Owen Power,Colette Sullivan,"Port door hooked, brought in after 11min tow, null set.",9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,384,384,1,291,3.5,4,0.69,4,,,,3 - FAILED - Major damage to gear,1015.0,12.0,5,,3,1,1,,,,,180.0,6,8.5,4,3,False,False,11.77,0.69,0.71,2021-09-05 13:59:28.679000+00:00,dan,2021-09-06 00:35:26.805000+00:00,teleost_bridge,15,1805,1,,3,1,3,3,,,13,33
171,2021 Gulf Region Ecosystem Survey (TEL-2021-221),43,Station 025 (Primary) || Stratum 416,1 - Stratified random survey set,,4 - dark,2021-09-06 00:49:48+00:00,48,30.202499999999873,-63,16.511599999999817,114.0,2021-09-06 01:10:28+00:00,48,30.214300000000094,-63,18.36539999999968,119.0,Owen Power,Colette Sullivan,20 minute tow due to sensor,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,369,369,1,267,3.5,4,1.2,4,,,,3 - FAILED - Major damage to gear,1014.0,11.9,5,,3,1,1,,,,,160.0,6,10.0,4,3,False,False,20.67,1.22,1.23,2021-09-06 00:03:00.043000+00:00,dan,2021-09-06 01:42:54.181000+00:00,teleost_bridge,15,1805,1,,1,1,3,3,,,13,33
172,2021 Gulf Region Ecosystem Survey (TEL-2021-221),44,Station 022 (Primary) || Stratum 416,1 - Stratified random survey set,,4 - dark,2021-09-06 04:12:03+00:00,48,18.136199999999917,-63,26.80009999999993,93.0,2021-09-06 04:16:28+00:00,48,18.35629999999992,-63,26.928499999999985,95.0,Clifford Combden,Colette Sullivan,port door caught on bottom,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,291,291,1,337,3.5,4,0.26,4,,,,3 - FAILED - Major damage to gear,1013.0,12.5,5,,3,1,1,,,,,180.0,6,14.0,5,,False,False,4.42,,0.24,2021-09-06 00:04:39.207000+00:00,dan,2021-09-06 04:45:51.339000+00:00,teleost_bridge,15,1802,1,,1,1,3,3,,,13,33
173,2021 Gulf Region Ecosystem Survey (TEL-2021-221),45,Station 022 (Primary) || Stratum 416,1 - Stratified random survey set,,4 - dark,2021-09-06 05:40:25+00:00,48,19.44900000000007,-63,27.484500000000025,97.0,2021-09-06 06:10:32+00:00,48,17.82970000000023,-63,26.63259999999991,97.0,Clifford Combden,Colette Sullivan,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,291,291,1,161,3.5,4,1.73,4,,,,1 - NORMAL - No damage to gear,1013.0,12.0,5,,3,1,1,,,,,175.0,6,14.0,5,3,False,False,30.12,,1.72,2021-09-06 00:05:06.276000+00:00,dan,2021-09-06 09:24:06.511000+00:00,teleost_bridge,15,1802,1,,1,1,3,1,,,13,33
174,2021 Gulf Region Ecosystem Survey (TEL-2021-221),46,Station 021 (Primary w/ plankton) || Stratum 416,1 - Stratified random survey set,,4 - dark,2021-09-06 08:13:11+00:00,48,14.186400000000049,-63,34.79870000000028,91.0,2021-09-06 08:43:04+00:00,48,12.525000000000091,-63,34.04659999999967,99.0,Clifford Combden,Colette Sullivan,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,287,287,1,166,3.5,4,1.76,4,,,,1 - NORMAL - No damage to gear,1013.0,12.0,5,,3,1,1,,,,,152.0,5,14.0,5,3,False,False,29.88,,1.74,2021-09-06 00:05:11.784000+00:00,dan,2021-09-06 11:34:06.820000+00:00,teleost_bridge,15,1801,1,,1,1,3,1,,,13,33
177,2021 Gulf Region Ecosystem Survey (TEL-2021-221),47,Station 020 (Primary) || Stratum 416,1 - Stratified random survey set,,,2021-09-06 11:08:51+00:00,48,4.12480000000005,-63,50.13349999999991,97.0,2021-09-06 11:31:30+00:00,48,3.0279999999997926,-63,49.067999999999756,96.0,Clifford Combden,Ross Hefford,took back early due to bottom,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,305,305,1,144,3.5,4,1.33,4,,,,1 - NORMAL - No damage to gear,1014.0,14.7,7,,2,2,2,,,,,180.0,6,20.0,6,,False,False,22.65,,1.31,2021-09-06 04:34:46.985000+00:00,sylvie,2021-09-06 13:21:46.590000+00:00,teleost_bridge,15,1800,1,,,1,3,1,,,15,33
178,2021 Gulf Region Ecosystem Survey (TEL-2021-221),48,Station 039 (Primary) || Stratum 420,1 - Stratified random survey set,,9 - bright sunlight,2021-09-06 15:58:55+00:00,48,0.794800000000123,-64,17.479199999999764,25.0,2021-09-06 16:23:41+00:00,48,0.9520000000002256,-64,15.341499999999996,28.0,Owen Power,Ross Hefford,bad bottom coming up took up before we could damage trawl,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,90,90,1,97,3.5,4,1.44,4,,,,1 - NORMAL - No damage to gear,1008.0,16.0,8,,3,1,1,,,,,166.0,6,19.0,6,3,False,False,24.77,,1.44,2021-09-06 11:34:39.956000+00:00,sylvie,2021-09-18 10:42:29.059000+00:00,teleost_bridge,15,1819,1,,6,1,3,1,,,15,33
179,2021 Gulf Region Ecosystem Survey (TEL-2021-221),49,Station 197 (Alternate 1) || Stratum 418,1 - Stratified random survey set,,,2021-09-06 19:04:52+00:00,48,2.0644999999999527,-64,35.86209999999983,37.0,2021-09-06 19:34:59+00:00,48,0.6458999999999833,-64,37.4367000000002,26.0,Owen Power,Ross Hefford,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,90,90,1,218,3.5,4,1.77,4,,,,1 - NORMAL - No damage to gear,1005.0,16.8,6,,3,1,1,,,,,184.0,6,10.9,5,,False,False,30.12,,1.77,2021-09-06 14:43:30.650000+00:00,dan,2021-09-18 10:38:23.501000+00:00,teleost_bridge,15,1610,1,,,1,3,1,,,13,33
180,2021 Gulf Region Ecosystem Survey (TEL-2021-221),50,Station 295 (Alternate 2) || Stratum 419,1 - Stratified random survey set,,4 - dark,2021-09-07 01:43:06+00:00,47,46.61610000000019,-65,22.390300000000025,34.0,2021-09-07 01:47:22+00:00,47,46.48790000000008,-65,22.7492000000002,29.0,Owen Power,Colette Sullivan,"Doors crossed, brought back after 4 minutes, null set.",9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,113,113,1,243,3.5,4,0.3,4,,,,3 - FAILED - Major damage to gear,1001.0,16.4,5,,3,1,1,,,,,86.0,4,5.0,3,3,False,False,4.27,,0.27,2021-09-06 14:46:40.846000+00:00,dan,2021-09-07 03:04:53.858000+00:00,dan,15,1708,1,,1,1,3,3,,,13,13
181,2021 Gulf Region Ecosystem Survey (TEL-2021-221),51,Station 295 (Alternate 2) || Stratum 419,1 - Stratified random survey set,,4 - dark,2021-09-07 03:03:48+00:00,47,46.251900000000205,-65,23.52749999999969,35.0,2021-09-07 03:24:17+00:00,47,45.69920000000002,-65,25.055499999999938,36.0,Clifford Combden,Colette Sullivan,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,99,99,1,242,3.5,4,1.21,4,,,,1 - NORMAL - No damage to gear,1000.0,16.5,5,,3,1,1,,,,,67.0,3,5.0,3,3,False,False,20.48,,1.17,2021-09-07 02:46:30.680000+00:00,dan,2021-09-07 07:22:48.873000+00:00,teleost_bridge,15,1708,1,,1,1,3,1,,,13,33
185,2021 Gulf Region Ecosystem Survey (TEL-2021-221),52,Station Trial set with Cartier (Non-random),7 - Gear testing,,,2021-09-08 19:08:35+00:00,48,0.2642000000002251,-66,1.1123000000002017,26.0,2021-09-08 19:13:41.613000+00:00,48,0.06129999999975553,-66,0.7854000000001785,26.0,Scott Snow,Kevin Gore,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,84,84,1,125,3.5,4,1.1,4,,,,1 - NORMAL - No damage to gear,1011.0,17.3,4,,3,1,1,,,,,100.0,4,16.2,6,,False,False,5.1,,0.3,2021-09-08 17:26:01.067000+00:00,dan,2021-10-20 10:25:00.315021+00:00,dan,15,2576,5,,,1,3,1,,,13,13
186,2021 Gulf Region Ecosystem Survey (TEL-2021-221),53,Station 038 (Primary) || Stratum 419,1 - Stratified random survey set,,,2021-09-08 20:44:35.725000+00:00,47,56.87450000000002,-65,51.577200000000204,30.0,2021-09-08 21:14:50.669000+00:00,47,56.877600000000285,-65,48.913800000000144,34.0,Robert Noel,Sheldon March,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,95,95,1,096,3.5,4,1.75,4,,,,1 - NORMAL - No damage to gear,1009.0,24.0,3,,3,1,1,,,,,160.0,6,15.0,5,,False,False,30.23,,1.79,2021-09-08 19:23:01.572000+00:00,dan,2021-10-20 10:25:01.128067+00:00,dan,15,1818,1,,,1,3,1,,,13,13
187,2021 Gulf Region Ecosystem Survey (TEL-2021-221),54,Station 296 (Alternate 2) || Stratum 419,1 - Stratified random survey set,,,2021-09-08 22:30:11.693000+00:00,48,4.611300000000241,-65,45.56479999999962,35.0,2021-09-08 23:00:39.661000+00:00,48,4.198000000000078,-65,42.92009999999961,34.0,Robert Noel,Sheldon March,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,100,100,1,105,3.5,4,1.65,4,,,,1 - NORMAL - No damage to gear,1010.0,19.8,3,,3,1,1,,,,,115.0,5,15.0,5,,False,False,30.45,0.65,1.82,2021-09-08 21:17:38.107000+00:00,dan,2021-10-20 10:25:02.914072+00:00,dan,15,1709,1,,,1,3,1,,,13,13
188,2021 Gulf Region Ecosystem Survey (TEL-2021-221),55,Station 034 (Primary) || Stratum 418,1 - Stratified random survey set,,,2021-09-09 06:10:31.629000+00:00,47,57.603700000000146,-64,54.965600000000265,69.7,2021-09-09 06:40:35.629000+00:00,47,58.7875999999999,-64,52.90920000000042,70.5,Scott Snow,Kevin Gore,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,220,220,1,050,3.5,4,1.8,4,,,,1 - NORMAL - No damage to gear,1010.8,17.5,4,,3,1,1,,,,,180.0,6,21.0,6,,False,False,30.07,,1.82,2021-09-08 22:59:48.422000+00:00,dan,2021-10-20 10:25:03.808002+00:00,dan,15,1814,1,,,1,3,1,,,13,13
189,2021 Gulf Region Ecosystem Survey (TEL-2021-221),56,Station 030 (Primary) || Stratum 417,1 - Stratified random survey set,,,2021-09-09 12:27:29.644000+00:00,48,12.685500000000077,-64,7.094499999999728,53.0,2021-09-09 12:59:16.628000+00:00,48,13.20779999999989,-64,4.441200000000148,55.0,Robert Noel,Sheldon March,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,190,190,1,060,3.5,4,1.69,4,,,,1 - NORMAL - No damage to gear,1011.0,17.0,7,,4,2,2,,,,,200.0,6,15.0,5,,False,False,31.77,1.85,1.85,2021-09-08 23:00:07.752000+00:00,dan,2021-10-20 10:25:04.195016+00:00,dan,15,1810,1,,,1,3,1,,,13,13
190,2021 Gulf Region Ecosystem Survey (TEL-2021-221),57,Station 191 (Alternate 1) || Stratum 416,1 - Stratified random survey set,,,2021-09-09 18:04:27.597000+00:00,48,18.64349999999977,-64,2.1698999999998096,84.7,2021-09-09 18:34:31.693000+00:00,48,19.866300000000045,-64,0.2165999999997439,96.7,Scott Snow,Kevin Gore,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,263,265,1,052,3.5,4,1.74,4,,,,1 - NORMAL - No damage to gear,1011.0,17.2,9,,4,2,2,,,,,180.0,6,13.0,5,,False,False,30.07,1.78,1.79,2021-09-08 23:00:14.736000+00:00,dan,2021-10-20 10:25:04.685835+00:00,dan,15,1604,1,,,1,3,1,,,13,13
191,2021 Gulf Region Ecosystem Survey (TEL-2021-221),58,Station 079 (Primary) || Stratum 424,1 - Stratified random survey set,,,2021-09-09 22:40:03.724000+00:00,48,18.699399999999635,-63,20.68070000000007,83.0,2021-09-09 23:10:08.685000+00:00,48,18.653700000000146,-63,23.298599999999958,89.0,Robert Noel,Sheldon March,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,270,270,1,270,3.5,4,1.73,4,,,,1 - NORMAL - No damage to gear,1010.0,15.8,9,,3,3,3,,,,,165.0,6,15.0,5,,False,False,30.07,1.75,1.74,2021-09-09 04:39:00.508000+00:00,dan,2021-10-20 10:25:04.870303+00:00,dan,15,1859,1,,,1,3,1,,,13,13
192,2021 Gulf Region Ecosystem Survey (TEL-2021-221),59,Station 080 (Primary) || Stratum 424,1 - Stratified random survey set,,,2021-09-10 01:58:03.596000+00:00,48,23.177199999999722,-63,5.731200000000051,63.0,2021-09-10 02:28:05.612000+00:00,48,23.149200000000324,-63,8.305400000000372,63.4,Robert Noel,Sheldon March,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,200,200,1,270,3.5,4,1.74,4,,,,1 - NORMAL - No damage to gear,1010.0,15.5,9,,3,3,3,,,,,200.0,6,12.0,5,,False,False,30.03,1.71,1.71,2021-09-09 04:43:43.563000+00:00,dan,2021-10-20 10:25:04.992443+00:00,dan,15,1860,1,,,1,3,1,,,13,13
193,2021 Gulf Region Ecosystem Survey (TEL-2021-221),60,Station 081 (Primary) || Stratum 424,1 - Stratified random survey set,,,2021-09-10 04:31:28.589000+00:00,48,18.821400000000235,-62,54.47119999999995,77.1,2021-09-10 05:01:25.998000+00:00,48,18.10939999999973,-62,51.943499999999766,83.7,Scott Snow,Kevin Gore,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,247,249,1,112,3.5,4,1.8,4,,,,1 - NORMAL - No damage to gear,1008.9,15.6,10,,48,2,2,,,,,210.0,7,10.0,4,,False,False,29.95,1.83,1.83,2021-09-09 23:36:06.114000+00:00,dan,2021-10-20 10:25:05.083531+00:00,dan,15,1861,1,,,1,3,1,,,13,13
194,2021 Gulf Region Ecosystem Survey (TEL-2021-221),61,Station 095 (Primary) || Stratum 426,1 - Stratified random survey set,,,2021-09-10 07:32:55.565000+00:00,48,18.2650999999998,-62,44.834100000000035,92.7,2021-09-10 08:02:44.684000+00:00,48,18.489200000000224,-62,42.16839999999987,97.0,Scott Snow,Kevin Gore,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,287,290,1,082,3.5,4,1.79,4,,,,1 - NORMAL - No damage to gear,1007.2,16.0,10,,46,1,1,,,,,205.0,7,2.0,2,,False,False,29.82,1.79,1.79,2021-09-09 23:36:15.513000+00:00,dan,2021-10-20 10:25:05.185005+00:00,dan,15,1875,1,,,1,3,1,,,13,13
195,2021 Gulf Region Ecosystem Survey (TEL-2021-221),62,Station 099 (Primary) || Stratum 427,1 - Stratified random survey set,,,2021-09-10 10:53:54.572000+00:00,48,5.021199999999953,-62,26.683600000000055,60.0,2021-09-10 11:24:22.604000+00:00,48,3.465899999999965,-62,25.314900000000005,66.0,Robert Noel,Sheldon March,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,200,200,1,150,3.5,4,1.75,4,,,,1 - NORMAL - No damage to gear,1005.0,16.5,10,,46,1,1,,,,,155.0,5,10.0,4,,False,False,30.47,1.8,1.81,2021-09-10 07:10:38.113000+00:00,dan,2021-10-20 10:25:05.276167+00:00,dan,15,1879,1,,,1,3,1,,,13,13
196,2021 Gulf Region Ecosystem Survey (TEL-2021-221),63,Station 096 (Primary) || Stratum 426,1 - Stratified random survey set,,,2021-09-10 13:49:08.557000+00:00,48,5.557499999999709,-62,41.421900000000214,97.0,2021-09-10 14:19:08.621000+00:00,48,7.144000000000233,-62,40.24859999999996,101.0,Robert Noel,Sheldon March,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,315,315,1,025,3.5,4,1.74,4,,,,1 - NORMAL - No damage to gear,1001.0,17.5,10,,43,2,3,,,,,160.0,6,23.0,7,,False,False,30.0,1.77,1.77,2021-09-10 07:12:19.720000+00:00,dan,2021-10-20 10:25:05.375180+00:00,dan,15,1876,1,,,1,3,1,,,13,13
197,2021 Gulf Region Ecosystem Survey (TEL-2021-221),64,Station 068 (Primary) || Stratum 423,1 - Stratified random survey set,,,2021-09-10 16:22:00.589000+00:00,47,59.837299999999715,-62,46.45550000000027,80.7,2021-09-10 16:51:59.495000+00:00,48,1.6401999999997012,-62,46.78160000000013,83.0,Scott Snow,Kevin Gore,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,258,259,1,352,3.5,4,1.8,4,,,,1 - NORMAL - No damage to gear,1000.0,17.2,10,,61,1,1,,,,,182.0,6,22.0,7,,False,False,29.97,1.82,1.82,2021-09-10 11:58:45.524000+00:00,dan,2021-10-20 10:25:05.456290+00:00,dan,15,1848,1,,,1,3,1,,,13,13
198,2021 Gulf Region Ecosystem Survey (TEL-2021-221),65,Station 069 (Primary w/ plankton) || Stratum 423,1 - Stratified random survey set,,,2021-09-10 19:02:55.629000+00:00,47,57.63249999999971,-62,54.12549999999998,69.7,2021-09-10 19:32:59.501000+00:00,47,56.36020000000038,-62,52.18890000000004,71.3,Scott Snow,Kevin Gore,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,231,230,1,135,3.5,4,1.8,4,,,,1 - NORMAL - No damage to gear,998.8,15.2,10,,43,2,2,,,,,325.0,9,23.0,7,,False,False,30.05,1.82,1.82,2021-09-10 11:58:52.323000+00:00,dan,2021-10-20 10:25:05.539864+00:00,dan,15,1849,1,,,1,3,1,,,13,13
199,2021 Gulf Region Ecosystem Survey (TEL-2021-221),66,Station 083 (Primary) || Stratum 424,1 - Stratified random survey set,,,2021-09-10 22:04:39.532000+00:00,48,4.668799999999949,-62,48.96989999999981,75.0,2021-09-10 22:34:51.501000+00:00,48,6.4025999999998024,-62,48.82909999999974,72.0,Robert Noel,Sheldon March,,9 - Western IIA trawl,2 - Rollers plus Codend only - no liners,,,,235,235,1,000,3.5,4,1.75,4,,,,1 - NORMAL - No damage to gear,999.0,14.4,8,,3,4,5,,,,,310.0,9,24.0,7,,False,False,30.18,1.74,1.74,2021-09-10 11:58:58.079000+00:00,dan,2021-10-20 10:25:05.629539+00:00,dan,15,1863,1,,,1,3,1,,,13,13
